Order_Item_ID,Order_ID,Product_ID,Quantity,Unit_Price,Discount
288,181,31,1,41690.09,0.1
289,181,182,3,29776.4,0.2
290,181,103,2,41454.92,0.0
291,182,62,1,10449.51,0.0
292,182,128,3,44820.77,0.2
293,183,15,1,38205.74,0.05
294,184,179,1,36065.25,0.0
295,185,141,3,17316.48,0.2
296,185,152,1,2563.86,0.0
297,186,71,1,45760.82,0.0
298,187,122,1,11268.33,0.05
299,188,177,2,4661.0,0.0
300,189,120,3,22355.5,0.2
301,189,196,2,6975.02,0.0
302,190,27,2,39548.82,0.05
303,190,162,2,48984.46,0.2
304,191,14,1,10524.66,0.2
305,191,185,3,25661.22,0.1
306,191,130,3,27639.1,0.15
307,191,67,3,21572.02,0.1
308,192,3,1,23359.03,0.05
309,192,161,2,42411.41,0.1
310,192,31,1,41690.09,0.1
311,193,181,1,40139.53,0.0
312,194,43,3,51003.27,0.2
313,195,114,3,41748.5,0.0
314,195,134,2,20156.16,0.05
315,196,154,1,36128.53,0.05
316,196,195,2,24840.62,0.0
317,197,28,3,18136.06,0.2
318,197,110,1,28191.63,0.2
319,197,8,2,43782.92,0.05
320,198,52,3,15906.74,0.2
321,199,151,2,22108.82,0.15
322,199,163,2,35870.08,0.0
323,199,99,3,34928.44,0.05
324,200,59,1,34215.94,0.15
325,201,144,1,9261.62,0.1
326,201,28,3,18136.06,0.0
327,201,2,3,40309.91,0.2
328,202,91,2,19812.47,0.2
329,203,44,3,30820.13,0.1
330,204,76,1,12285.91,0.05
331,204,50,2,25321.56,0.05
332,205,32,2,42924.05,0.2
333,206,99,3,34928.44,0.15
334,207,117,2,36095.84,0.15
335,207,67,1,21572.02,0.15
336,208,175,1,23206.0,0.15
337,208,92,3,40516.93,0.0
338,209,94,3,7289.85,0.05
339,210,15,3,38205.74,0.0
340,211,77,2,6283.7,0.0
341,211,38,1,45352.89,0.15
342,212,56,1,44872.49,0.2
343,212,51,2,24437.01,0.05
344,212,94,2,7289.85,0.05
345,213,178,3,2898.19,0.2
346,213,29,1,30681.71,0.2
347,214,139,2,15424.8,0.2
348,215,7,1,30948.06,0.1
349,216,190,1,25334.25,0.0
350,216,109,2,36362.87,0.05
351,216,154,1,36128.53,0.05
352,217,19,2,13411.65,0.15
353,218,196,3,6975.02,0.15
354,218,183,3,15207.74,0.1
355,219,63,1,33772.34,0.2
356,220,60,1,10418.46,0.0
357,220,80,1,19270.14,0.1
358,220,141,1,17316.48,0.0
359,221,71,2,45760.82,0.05
360,221,128,2,44820.77,0.2
361,221,108,3,50140.67,0.15
362,222,32,1,42924.05,0.2
363,222,82,2,30777.11,0.1
364,222,121,3,28507.38,0.0
365,223,198,1,26983.92,0.15
366,224,85,1,23127.94,0.2
367,224,26,2,5340.38,0.2
368,224,35,2,29269.09,0.2
369,225,93,2,34455.75,0.05
370,226,164,1,42804.34,0.2
371,227,59,3,34215.94,0.15
372,228,76,2,12285.91,0.15
373,229,95,2,26129.21,0.15
374,229,198,2,26983.92,0.15
375,230,92,1,40516.93,0.15
376,231,118,1,29041.54,0.0
377,232,119,2,16619.7,0.15
378,232,32,2,42924.05,0.15
379,233,165,1,36704.4,0.15
380,234,16,1,23743.03,0.15
381,234,56,2,44872.49,0.1
382,235,136,2,42539.86,0.1
383,235,5,1,4803.48,0.1
384,235,199,3,7411.65,0.1
385,235,48,3,18097.56,0.15
386,236,99,1,34928.44,0.2
387,236,13,1,15039.84,0.1
388,237,193,2,12185.72,0.2
389,238,38,2,45352.89,0.05
390,239,77,2,6283.7,0.15
391,239,12,2,20855.6,0.1
392,240,115,3,31652.31,0.15
393,241,37,1,29778.23,0.05
394,241,123,2,42594.36,0.05
395,242,103,2,41454.92,0.05
396,242,122,2,11268.33,0.2
397,243,136,2,42539.86,0.2
398,244,156,2,15379.26,0.0
399,244,14,2,10524.66,0.2
400,245,134,3,20156.16,0.05
401,245,101,1,28858.95,0.0
402,245,152,3,2563.86,0.1
403,246,200,2,20299.02,0.0
404,246,61,2,20943.29,0.0
405,247,155,1,3806.76,0.15
406,247,198,1,26983.92,0.2
407,248,22,2,36885.18,0.2
408,249,110,1,28191.63,0.1
409,249,66,1,47190.57,0.1
410,249,199,2,7411.65,0.15
411,250,122,3,11268.33,0.2
412,251,128,2,44820.77,0.1
413,251,182,1,29776.4,0.15
414,251,87,1,31914.35,0.2
415,252,8,3,43782.92,0.1
416,252,62,1,10449.51,0.05
417,253,104,3,31127.57,0.05
418,254,53,1,50251.89,0.0
419,255,45,1,26285.18,0.15
420,255,165,1,36704.4,0.0
421,256,119,3,16619.7,0.15
422,256,95,2,26129.21,0.2
423,257,126,1,1621.66,0.15
424,258,200,2,20299.02,0.05
425,259,140,1,30777.61,0.1
426,259,96,2,14581.98,0.2
427,260,142,1,19228.31,0.0
428,261,27,2,39548.82,0.2
429,262,150,1,27289.27,0.05
430,263,47,3,44066.13,0.15
431,264,146,2,40286.57,0.05
432,264,141,3,17316.48,0.15
433,264,4,2,41885.03,0.15
434,264,25,1,38481.68,0.0
435,265,7,1,30948.06,0.15
436,266,195,1,24840.62,0.05
437,267,21,1,17242.26,0.15
438,267,103,1,41454.92,0.1
439,268,9,3,11984.47,0.05
440,268,75,1,40963.99,0.05
441,269,118,1,29041.54,0.1
442,270,97,1,2156.33,0.15
443,270,148,1,21684.4,0.2
444,270,58,2,4945.79,0.15
445,271,62,3,10449.51,0.0
446,272,145,1,12372.58,0.15
447,273,84,1,8374.62,0.05
448,273,67,2,21572.02,0.2
449,274,141,1,17316.48,0.2
450,274,84,1,8374.62,0.2
451,275,119,3,16619.7,0.05
452,276,127,1,40465.67,0.2
453,276,47,1,44066.13,0.15
454,276,139,1,15424.8,0.1
455,276,23,3,26378.92,0.0
456,277,198,3,26983.92,0.15
457,278,111,3,3742.68,0.15
458,279,166,2,23654.57,0.05
459,280,43,3,51003.27,0.1
460,281,53,3,50251.89,0.15
461,282,192,3,28177.04,0.2
462,283,116,3,8921.83,0.0
463,284,140,2,30777.61,0.1
464,285,108,2,50140.67,0.1
465,285,192,2,28177.04,0.0
466,286,140,1,30777.61,0.0
467,287,44,1,30820.13,0.05
468,287,153,1,42981.95,0.0
469,288,199,3,7411.65,0.0
470,288,77,2,6283.7,0.1
471,288,61,3,20943.29,0.2
472,289,150,1,27289.27,0.1
473,289,58,1,4945.79,0.05
474,289,45,1,26285.18,0.05
475,290,43,1,51003.27,0.1
476,291,40,2,25646.78,0.1
477,292,16,1,23743.03,0.2
478,293,58,2,4945.79,0.0
479,293,87,1,31914.35,0.15
480,293,73,3,49942.04,0.2
481,294,144,3,9261.62,0.05
482,294,73,3,49942.04,0.05
483,295,63,1,33772.34,0.1
484,295,50,1,25321.56,0.15
485,296,152,1,2563.86,0.2
486,296,110,1,28191.63,0.1
487,296,34,3,1910.97,0.2
488,297,60,2,10418.46,0.0
489,297,32,1,42924.05,0.2
490,297,33,1,12098.86,0.15
491,297,69,2,9019.63,0.2
492,298,157,3,46646.8,0.2
493,299,15,1,38205.74,0.05
494,300,128,2,44820.77,0.05
495,301,118,2,29041.54,0.2
496,302,41,1,7052.31,0.0
497,303,153,2,42981.95,0.0
498,304,115,3,31652.31,0.0
499,304,88,3,12091.36,0.05
500,305,115,1,31652.31,0.05
501,306,96,1,14581.98,0.15
502,307,109,2,36362.87,0.15
503,308,171,3,9250.53,0.15
504,309,27,1,39548.82,0.0
505,310,109,1,36362.87,0.0
506,310,31,1,41690.09,0.2
507,310,115,3,31652.31,0.05
508,311,137,2,13836.35,0.05
509,311,69,2,9019.63,0.0
510,312,181,1,40139.53,0.0
511,313,59,2,34215.94,0.1
512,314,25,2,38481.68,0.05
513,315,36,3,39563.63,0.0
514,315,26,2,5340.38,0.05
515,316,13,2,15039.84,0.15
516,316,133,3,21014.51,0.15
517,317,67,3,21572.02,0.05
518,317,120,2,22355.5,0.1
519,318,40,3,25646.78,0.05
520,318,24,3,29603.93,0.1
521,318,129,3,48499.86,0.1
522,319,139,3,15424.8,0.05
523,319,29,3,30681.71,0.0
524,320,139,2,15424.8,0.15
525,321,127,3,40465.67,0.15
526,322,51,1,24437.01,0.05
527,322,54,3,11768.03,0.2
528,323,111,3,3742.68,0.0
529,323,91,1,19812.47,0.1
530,323,25,2,38481.68,0.2
531,323,92,3,40516.93,0.1
532,324,71,2,45760.82,0.2
533,324,15,2,38205.74,0.2
534,324,134,3,20156.16,0.05
535,325,139,2,15424.8,0.15
536,325,44,3,30820.13,0.15
537,326,45,1,26285.18,0.2
538,327,124,1,11084.62,0.2
539,328,93,1,34455.75,0.1
540,328,79,3,18307.97,0.1
541,329,150,2,27289.27,0.05
542,330,45,2,26285.18,0.0
543,330,47,1,44066.13,0.2
544,331,187,3,24661.99,0.15
545,332,77,2,6283.7,0.05
546,333,49,2,26129.96,0.05
547,333,151,3,22108.82,0.0
548,334,44,1,30820.13,0.05
549,335,23,3,26378.92,0.05
550,335,74,3,29336.62,0.0
551,335,146,1,40286.57,0.2
552,336,107,1,16984.11,0.15
553,336,101,1,28858.95,0.05
554,337,1,2,40696.64,0.1
555,338,14,2,10524.66,0.15
556,338,149,1,5864.85,0.05
557,339,73,3,49942.04,0.0
558,340,60,3,10418.46,0.0
559,341,195,1,24840.62,0.2
560,342,95,1,26129.21,0.2
561,343,35,2,29269.09,0.15
562,343,42,1,35391.16,0.0
563,344,57,3,46927.83,0.0
564,344,98,2,3308.53,0.0
565,344,2,3,40309.91,0.05
566,345,169,1,5915.86,0.1
567,346,103,1,41454.92,0.15
568,347,15,2,38205.74,0.05
569,347,122,2,11268.33,0.1
570,348,135,3,6436.82,0.1
571,349,147,2,31001.46,0.05
572,350,52,2,15906.74,0.15
573,351,109,3,36362.87,0.05
574,352,173,1,26855.55,0.15
575,352,29,1,30681.71,0.0
576,352,53,3,50251.89,0.2
577,353,183,1,15207.74,0.15
578,354,52,3,15906.74,0.0
579,355,71,2,45760.82,0.0
580,356,51,2,24437.01,0.15
581,356,118,3,29041.54,0.15
582,356,46,3,44085.92,0.1
583,357,108,1,50140.67,0.15
584,358,54,2,11768.03,0.05
585,358,65,3,10714.5,0.0
586,358,155,2,3806.76,0.15
587,359,122,2,11268.33,0.0
588,359,84,3,8374.62,0.2
589,360,23,2,26378.92,0.2
590,361,49,2,26129.96,0.05
591,361,45,1,26285.18,0.05
592,362,57,2,46927.83,0.1
593,363,69,1,9019.63,0.15
594,364,69,2,9019.63,0.15
595,365,51,2,24437.01,0.2
596,365,129,2,48499.86,0.15
597,366,3,2,23359.03,0.1
598,366,43,3,51003.27,0.1
599,367,97,1,2156.33,0.15
600,367,195,3,24840.62,0.2
601,368,177,2,4661.0,0.05
602,369,112,3,14176.68,0.1
603,370,4,1,41885.03,0.2
604,371,129,2,48499.86,0.1
605,372,69,1,9019.63,0.0
606,373,72,1,19963.16,0.1
607,374,155,1,3806.76,0.2
608,374,5,1,4803.48,0.15
609,375,68,3,10784.99,0.15
610,376,126,3,1621.66,0.15
611,377,76,2,12285.91,0.2
612,377,57,3,46927.83,0.1
613,378,118,1,29041.54,0.15
614,379,22,2,36885.18,0.1
615,379,139,2,15424.8,0.1
616,380,120,2,22355.5,0.05
617,380,34,2,1910.97,0.2
618,380,174,1,538.14,0.1
619,381,178,3,2898.19,0.1
620,381,23,3,26378.92,0.2
621,382,16,2,23743.03,0.15
622,382,39,3,11770.94,0.05
623,383,29,3,30681.71,0.1
624,383,3,2,23359.03,0.0
625,384,167,2,39773.19,0.0
626,384,144,2,9261.62,0.05
627,385,193,2,12185.72,0.0
628,386,10,1,18200.22,0.05
629,387,109,3,36362.87,0.2
630,388,7,2,30948.06,0.15
631,389,171,1,9250.53,0.15
632,389,55,2,28833.78,0.0
633,390,35,1,29269.09,0.05
634,391,122,3,11268.33,0.1
635,392,158,3,17342.07,0.15
636,392,5,3,4803.48,0.2
637,393,56,3,44872.49,0.1
638,394,12,2,20855.6,0.05
639,394,100,3,15290.28,0.15
640,395,175,1,23206.0,0.2
641,396,129,2,48499.86,0.15
642,396,194,1,50025.77,0.1
643,397,164,1,42804.34,0.1
644,397,83,3,16031.85,0.05
645,398,31,3,41690.09,0.15
646,399,166,3,23654.57,0.15
647,400,196,3,6975.02,0.15
648,400,20,3,27656.21,0.15
649,401,101,1,28858.95,0.05
650,402,196,2,6975.02,0.05
651,402,18,3,5102.7,0.0
652,403,149,3,5864.85,0.05
653,404,131,1,30688.69,0.2
654,404,158,3,17342.07,0.05
655,405,144,1,9261.62,0.15
656,406,197,1,26851.86,0.15
657,406,53,1,50251.89,0.15
658,407,2,2,40309.91,0.1
659,407,137,3,13836.35,0.1
660,408,151,2,22108.82,0.05
661,409,184,3,22608.18,0.2
662,410,171,1,9250.53,0.0
663,411,61,2,20943.29,0.2
664,411,84,3,8374.62,0.0
665,412,92,3,40516.93,0.2
666,413,116,1,8921.83,0.0
667,413,7,3,30948.06,0.1
668,413,98,3,3308.53,0.15
669,413,154,1,36128.53,0.0
670,414,156,3,15379.26,0.05
671,415,70,3,18353.81,0.1
672,415,60,3,10418.46,0.05
673,415,144,1,9261.62,0.05
674,416,178,3,2898.19,0.0
675,416,174,2,538.14,0.2
676,417,121,3,28507.38,0.0
677,418,97,3,2156.33,0.1
678,419,174,2,538.14,0.2
679,419,30,3,8833.65,0.0
680,420,167,2,39773.19,0.2
681,421,169,3,5915.86,0.0
682,421,37,2,29778.23,0.0
683,421,168,1,2470.72,0.15
684,422,30,1,8833.65,0.2
685,422,122,1,11268.33,0.15
686,423,11,1,26704.67,0.05
687,423,115,1,31652.31,0.2
688,424,9,3,11984.47,0.0
689,424,133,2,21014.51,0.05
690,425,136,1,42539.86,0.2
691,426,141,2,17316.48,0.1
692,426,45,3,26285.18,0.1
693,426,167,1,39773.19,0.0
694,427,133,3,21014.51,0.2
695,428,145,3,12372.58,0.15
696,428,48,3,18097.56,0.1
697,428,165,1,36704.4,0.0
698,429,1,2,40696.64,0.2
699,430,185,2,25661.22,0.0
700,430,154,1,36128.53,0.15
701,431,34,1,1910.97,0.2
702,432,35,1,29269.09,0.05
703,433,117,3,36095.84,0.05
704,433,15,2,38205.74,0.05
705,434,68,2,10784.99,0.05
706,434,72,2,19963.16,0.2
707,435,167,1,39773.19,0.1
708,436,134,3,20156.16,0.15
709,437,21,3,17242.26,0.1
710,437,46,3,44085.92,0.05
711,437,3,2,23359.03,0.05
712,438,96,2,14581.98,0.2
713,438,56,1,44872.49,0.2
714,439,40,1,25646.78,0.15
715,440,3,1,23359.03,0.2
716,441,146,3,40286.57,0.0
717,441,116,1,8921.83,0.2
718,441,104,2,31127.57,0.15
719,442,194,2,50025.77,0.05
720,443,35,3,29269.09,0.1
721,444,91,1,19812.47,0.15
722,445,193,1,12185.72,0.2
723,446,95,2,26129.21,0.0
724,446,200,1,20299.02,0.15
725,447,70,3,18353.81,0.05
726,447,131,1,30688.69,0.1
727,448,146,1,40286.57,0.2
728,448,116,2,8921.83,0.1
729,448,128,3,44820.77,0.15
730,449,51,1,24437.01,0.05
731,450,98,2,3308.53,0.15
732,451,160,2,23328.29,0.1
733,451,136,3,42539.86,0.0
734,452,149,2,5864.85,0.2
735,453,171,1,9250.53,0.0
736,453,45,2,26285.18,0.05
737,454,100,1,15290.28,0.15
738,454,48,3,18097.56,0.2
739,455,99,2,34928.44,0.15
740,456,117,3,36095.84,0.2
741,457,49,2,26129.96,0.15
742,458,152,3,2563.86,0.05
743,458,154,3,36128.53,0.2
744,459,188,1,43924.5,0.05
745,459,141,2,17316.48,0.2
746,460,103,3,41454.92,0.15
747,460,143,3,33742.3,0.15
748,461,48,2,18097.56,0.15
749,462,32,1,42924.05,0.1
750,463,13,3,15039.84,0.1
751,464,64,1,43716.56,0.2
752,464,25,3,38481.68,0.05
753,464,84,3,8374.62,0.0
754,465,33,2,12098.86,0.0
755,466,18,2,5102.7,0.1
756,467,169,3,5915.86,0.15
757,468,38,3,45352.89,0.0
758,468,158,2,17342.07,0.05
759,468,186,1,8577.37,0.1
760,469,145,1,12372.58,0.1
761,469,19,1,13411.65,0.0
762,470,148,2,21684.4,0.1
763,471,163,3,35870.08,0.15
764,472,152,3,2563.86,0.2
765,473,84,3,8374.62,0.15
766,474,191,3,25668.57,0.05
767,475,3,2,23359.03,0.2
768,476,167,3,39773.19,0.05
769,476,39,1,11770.94,0.1
770,476,15,1,38205.74,0.0
771,477,125,2,6198.59,0.2
772,477,110,1,28191.63,0.2
773,478,144,1,9261.62,0.2
774,478,159,3,3070.84,0.0
775,478,103,3,41454.92,0.1
776,479,34,1,1910.97,0.0
777,480,94,1,7289.85,0.0
778,481,105,2,17777.23,0.0
779,482,111,2,3742.68,0.05
780,482,147,3,31001.46,0.1
781,482,86,1,8655.62,0.1
782,483,79,2,18307.97,0.1
783,484,42,2,35391.16,0.05
784,485,169,3,5915.86,0.2
785,485,50,2,25321.56,0.15
786,485,124,1,11084.62,0.0
787,486,126,2,1621.66,0.05
788,487,19,2,13411.65,0.0
789,487,128,1,44820.77,0.15
790,488,148,3,21684.4,0.05
791,489,38,3,45352.89,0.2
792,489,178,3,2898.19,0.0
793,489,86,3,8655.62,0.05
794,490,50,1,25321.56,0.15
795,491,77,3,6283.7,0.05
796,492,80,2,19270.14,0.1
797,492,71,3,45760.82,0.2
798,493,70,2,18353.81,0.15
799,494,192,3,28177.04,0.15
800,495,199,1,7411.65,0.0
801,495,58,3,4945.79,0.15
802,495,81,2,23072.5,0.1
803,496,194,3,50025.77,0.0
804,497,162,3,48984.46,0.2
805,497,9,2,11984.47,0.0
806,498,62,3,10449.51,0.05
807,499,152,2,2563.86,0.1
808,499,89,2,48825.23,0.05
809,499,21,2,17242.26,0.0
810,500,19,2,13411.65,0.2
811,500,143,1,33742.3,0.1
812,501,190,1,25334.25,0.0
813,502,116,2,8921.83,0.1
814,503,159,3,3070.84,0.1
815,503,101,1,28858.95,0.2
816,504,102,3,1008.25,0.15
817,504,13,2,15039.84,0.0
818,505,3,3,23359.03,0.05
819,506,4,2,41885.03,0.1
