Return_ID,Order_ID,Product_ID,Return_Date,Return_Reason
196,2443,54,2025-09-18,Wrong Product
197,2449,193,2024-03-22,Changed Mind
198,2468,55,2024-04-11,Quality Issue
199,2479,1,2024-08-03,Damaged Product
200,2482,139,2025-07-14,Damaged Product
201,2484,149,2024-12-20,Size Issue
202,2486,190,2024-10-15,Quality Issue
203,2499,100,2025-03-18,Size Issue
204,2500,31,2025-01-09,Damaged Product
205,2501,165,2024-03-19,Quality Issue
206,2502,32,2024-11-11,Wrong Product
207,2504,92,2025-05-04,Changed Mind
208,2521,67,2024-04-23,Quality Issue
209,2522,171,2025-05-18,Wrong Product
210,2534,12,2025-06-23,Quality Issue
211,2564,181,2024-06-19,Wrong Product
212,2570,68,2025-10-04,Changed Mind
213,2583,117,2024-12-23,Quality Issue
214,2593,129,2025-11-21,Quality Issue
215,2600,187,2025-09-14,Damaged Product
216,2601,67,2024-04-19,Changed Mind
217,2608,27,2024-02-03,Quality Issue
218,2611,94,2024-12-23,Changed Mind
219,2613,199,2025-05-01,Damaged Product
220,2623,161,2025-01-18,Damaged Product
221,2647,65,2024-05-25,Wrong Product
222,2650,59,2025-12-25,Changed Mind
223,2659,27,2026-01-02,Wrong Product
224,2676,163,2024-09-04,Size Issue
225,2694,11,2024-12-19,Quality Issue
226,2695,161,2025-02-07,Changed Mind
227,2697,169,2024-05-29,Size Issue
228,2710,39,2024-02-27,Changed Mind
229,2724,170,2024-12-19,Quality Issue
230,2750,130,2025-08-10,Quality Issue
231,2760,3,2024-07-02,Changed Mind
232,2772,168,2024-07-13,Wrong Product
233,2778,48,2025-04-14,Quality Issue
234,2807,141,2025-12-25,Changed Mind
235,2812,109,2025-04-19,Size Issue
236,2816,84,2024-06-17,Damaged Product
237,2817,117,2025-11-23,Changed Mind
238,2825,21,2024-10-09,Quality Issue
239,2855,7,2025-07-19,Size Issue
240,2866,136,2025-04-17,Quality Issue
241,2875,149,2025-04-23,Damaged Product
242,2878,148,2025-02-08,Changed Mind
243,2888,41,2024-03-07,Wrong Product
244,2898,151,2024-09-27,Changed Mind
245,2913,49,2024-12-10,Changed Mind
246,2934,78,2025-06-06,Damaged Product
247,2945,139,2024-08-20,Damaged Product
248,2962,56,2024-05-02,Quality Issue
249,2971,149,2025-09-14,Quality Issue
250,2975,186,2024-01-17,Size Issue
251,2978,19,2025-11-03,Quality Issue
252,2994,190,2025-11-23,Changed Mind
253,2997,62,2025-04-08,Size Issue
254,3007,156,2024-06-03,Changed Mind
255,3012,1,2025-08-28,Size Issue
256,3014,117,2025-03-21,Quality Issue
257,3019,56,2025-02-05,Wrong Product
258,3025,58,2024-03-27,Quality Issue
259,3027,174,2025-10-29,Wrong Product
260,3031,93,2024-05-11,Wrong Product
261,3040,129,2025-12-09,Changed Mind
262,3045,6,2024-09-15,Damaged Product
263,3049,107,2025-11-29,Damaged Product
264,3073,109,2025-04-09,Damaged Product
265,3081,90,2024-06-09,Size Issue
266,3087,65,2025-05-09,Damaged Product
267,3108,28,2025-12-29,Changed Mind
268,3110,154,2025-10-14,Changed Mind
269,3137,184,2024-05-13,Damaged Product
270,3163,166,2024-02-11,Size Issue
271,3171,149,2024-07-30,Wrong Product
272,3194,186,2024-03-02,Quality Issue
273,3198,57,2025-05-03,Wrong Product
274,3228,129,2025-06-09,Wrong Product
275,3236,152,2024-08-12,Quality Issue
276,3248,71,2025-02-26,Quality Issue
277,3251,4,2025-05-06,Quality Issue
278,3259,17,2025-05-25,Quality Issue
279,3271,179,2024-04-25,Size Issue
280,3281,62,2025-04-22,Wrong Product
281,3287,115,2024-06-11,Size Issue
282,3291,198,2025-11-06,Changed Mind
283,3292,127,2025-08-31,Quality Issue
284,3298,145,2024-12-16,Changed Mind
285,3299,24,2025-11-23,Wrong Product
286,3313,113,2024-02-16,Wrong Product
287,3323,184,2024-02-23,Damaged Product
288,3328,102,2024-02-27,Damaged Product
289,3330,134,2024-05-15,Changed Mind
290,3338,129,2024-10-28,Damaged Product
291,3340,39,2024-05-16,Changed Mind
292,3346,26,2024-07-27,Quality Issue
293,3350,200,2024-08-02,Damaged Product
294,3355,140,2025-12-23,Changed Mind
295,3356,183,2024-09-08,Size Issue
296,3381,128,2026-01-13,Wrong Product
297,3427,56,2024-10-27,Wrong Product
298,3437,114,2024-09-21,Wrong Product
299,3440,62,2024-01-24,Size Issue
300,3450,20,2024-09-03,Damaged Product
301,3466,154,2025-08-24,Changed Mind
302,3485,117,2025-09-03,Wrong Product
303,3492,128,2025-07-15,Changed Mind
304,3513,119,2024-07-24,Quality Issue
305,3515,130,2025-10-20,Changed Mind
306,3553,46,2025-02-20,Quality Issue
307,3587,110,2025-09-19,Wrong Product
308,3590,168,2025-09-17,Wrong Product
309,3607,106,2025-04-02,Size Issue
310,3614,191,2024-03-20,Quality Issue
311,3620,194,2025-10-17,Wrong Product
312,3623,181,2024-01-24,Quality Issue
313,3641,4,2025-02-09,Wrong Product
314,3644,116,2025-10-06,Quality Issue
315,3668,31,2025-08-22,Changed Mind
316,3679,123,2024-02-02,Damaged Product
317,3693,20,2025-02-02,Wrong Product
318,3698,189,2024-04-11,Damaged Product
319,3699,56,2025-01-10,Size Issue
320,3709,49,2024-03-08,Damaged Product
321,3720,54,2024-10-11,Wrong Product
322,3737,69,2024-12-25,Size Issue
323,3740,170,2024-07-11,Quality Issue
324,3748,113,2025-07-17,Wrong Product
325,3755,102,2024-04-17,Wrong Product
326,3758,150,2024-07-30,Wrong Product
327,3765,125,2024-08-01,Wrong Product
328,3785,69,2025-02-15,Damaged Product
329,3808,18,2025-10-17,Changed Mind
330,3822,144,2025-06-17,Size Issue
331,3824,151,2025-09-02,Size Issue
332,3827,83,2025-10-09,Changed Mind
333,3828,171,2025-12-17,Wrong Product
334,3839,185,2025-09-04,Changed Mind
335,3840,43,2024-06-15,Changed Mind
336,3842,164,2025-04-03,Quality Issue
337,3844,73,2025-01-26,Damaged Product
338,3870,23,2025-03-16,Wrong Product
339,3880,139,2024-11-03,Damaged Product
340,3901,126,2024-11-11,Wrong Product
341,3922,142,2025-07-08,Wrong Product
342,3930,43,2025-06-30,Size Issue
343,3944,112,2024-06-07,Changed Mind
344,3975,96,2024-11-02,Quality Issue
345,3988,131,2024-02-16,Size Issue
346,4001,69,2025-09-18,Size Issue
347,4002,94,2025-10-02,Quality Issue
348,4024,158,2024-05-09,Changed Mind
349,4026,164,2025-10-14,Damaged Product
350,4028,30,2024-03-18,Damaged Product
351,4030,165,2024-05-12,Wrong Product
352,4032,61,2024-09-02,Changed Mind
353,4043,141,2025-02-21,Changed Mind
354,4066,89,2025-03-29,Wrong Product
355,4067,86,2025-05-24,Changed Mind
356,4073,101,2025-11-03,Damaged Product
357,4107,167,2024-09-23,Wrong Product
358,4121,30,2024-11-27,Damaged Product
359,4128,191,2024-01-22,Changed Mind
360,4130,31,2024-11-07,Wrong Product
361,4131,87,2025-04-20,Changed Mind
362,4137,57,2025-11-01,Size Issue
363,4142,125,2025-01-12,Damaged Product
364,4159,185,2024-05-11,Changed Mind
365,4197,14,2025-07-15,Damaged Product
366,4203,54,2025-02-16,Wrong Product
367,4216,108,2025-08-09,Damaged Product
368,4217,104,2024-09-17,Damaged Product
369,4224,86,2025-01-21,Quality Issue
370,4227,95,2025-04-04,Wrong Product
371,4252,57,2025-08-27,Quality Issue
372,4261,133,2024-06-06,Quality Issue
373,4277,124,2025-07-02,Damaged Product
374,4280,69,2024-03-27,Wrong Product
375,4287,185,2025-01-13,Size Issue
376,4311,54,2024-08-25,Changed Mind
377,4314,44,2025-02-12,Quality Issue
378,4321,97,2024-02-11,Quality Issue
379,4332,171,2024-10-19,Size Issue
380,4339,5,2024-07-21,Damaged Product
381,4342,184,2024-10-25,Changed Mind
382,4356,26,2025-10-06,Wrong Product
383,4360,72,2025-05-24,Size Issue
384,4364,162,2025-12-21,Size Issue
385,4376,175,2024-07-24,Size Issue
386,4385,73,2024-05-29,Wrong Product
387,4386,79,2025-12-10,Wrong Product
388,4391,195,2024-03-05,Quality Issue
389,4422,198,2024-10-29,Quality Issue
390,4428,19,2025-10-19,Changed Mind
391,4435,72,2024-01-18,Quality Issue
392,4444,166,2024-08-16,Changed Mind
393,4451,156,2025-02-18,Changed Mind
394,4457,76,2025-03-30,Wrong Product
395,4475,106,2024-06-05,Changed Mind
396,4478,104,2024-09-16,Changed Mind
397,4487,68,2025-10-31,Changed Mind
398,4505,121,2024-09-25,Changed Mind
399,4537,74,2024-04-10,Damaged Product
400,4553,58,2024-03-11,Damaged Product
401,4561,33,2025-12-31,Quality Issue
402,4566,11,2024-08-22,Changed Mind
403,4569,12,2025-01-07,Size Issue
404,4588,189,2024-04-02,Quality Issue
405,4592,15,2024-02-07,Damaged Product
406,4608,70,2025-12-31,Size Issue
407,4639,106,2024-11-10,Size Issue
408,4649,168,2024-09-15,Damaged Product
409,4674,80,2025-12-10,Wrong Product
410,4675,165,2025-04-01,Size Issue
411,4679,20,2024-03-21,Damaged Product
412,4698,56,2025-08-09,Damaged Product
413,4708,180,2025-04-17,Size Issue
414,4713,103,2024-03-05,Damaged Product
415,4718,53,2025-04-21,Size Issue
416,4727,56,2025-09-27,Wrong Product
417,4745,159,2024-04-22,Changed Mind
418,4749,165,2024-06-02,Quality Issue
419,4767,146,2024-08-20,Size Issue
420,4774,179,2025-08-28,Damaged Product
421,4830,52,2025-04-28,Quality Issue
422,4838,41,2024-04-30,Wrong Product
423,4908,129,2024-11-09,Quality Issue
424,4918,8,2024-09-15,Changed Mind
425,4925,115,2025-06-01,Changed Mind
426,4930,39,2024-04-22,Damaged Product
427,4931,76,2025-05-14,Size Issue
428,4932,110,2024-06-01,Damaged Product
429,4955,10,2025-07-01,Quality Issue
430,4969,59,2025-09-03,Wrong Product
431,4972,60,2025-03-22,Wrong Product
432,4981,74,2024-10-29,Changed Mind
433,4997,165,2024-06-18,Wrong Product
