Order_ID,Customer_ID,Order_Date,Order_Status
158,331,2025-01-12 12:00:00,Cancelled
159,777,2025-03-13 17:00:00,Delivered
160,483,2024-05-17 03:00:00,Delivered
161,282,2024-12-03 16:00:00,Delivered
162,215,2025-12-13 06:00:00,Delivered
163,112,2025-08-08 23:00:00,Returned
164,542,2024-03-30 15:00:00,Delivered
165,620,2025-12-24 09:00:00,Delivered
166,869,2024-11-20 08:00:00,Delivered
167,639,2024-12-28 04:00:00,Delivered
168,509,2025-06-16 23:00:00,Delivered
169,505,2024-07-03 19:00:00,Delivered
170,298,2024-07-17 00:00:00,Delivered
171,477,2025-10-02 03:00:00,Delivered
172,213,2025-09-22 13:00:00,Delivered
173,342,2024-12-24 17:00:00,Delivered
174,218,2024-01-12 20:00:00,Delivered
175,289,2024-09-17 02:00:00,Delivered
176,519,2025-07-17 10:00:00,Delivered
177,117,2025-12-03 10:00:00,Delivered
178,742,2025-08-05 19:00:00,Returned
179,853,2024-06-28 06:00:00,Delivered
180,347,2025-11-19 15:00:00,Cancelled
181,817,2024-02-06 20:00:00,Delivered
182,160,2025-10-04 14:00:00,Cancelled
183,550,2024-12-09 14:00:00,Delivered
184,424,2024-02-27 16:00:00,Delivered
185,743,2025-11-25 10:00:00,Delivered
186,20,2024-08-01 18:00:00,Delivered
187,819,2024-12-28 02:00:00,Returned
188,288,2024-02-01 10:00:00,Returned
189,642,2025-07-01 05:00:00,Delivered
190,399,2024-07-10 19:00:00,Delivered
191,802,2024-11-11 22:00:00,Cancelled
192,727,2024-02-02 08:00:00,Delivered
193,509,2024-08-31 11:00:00,Delivered
194,974,2024-11-05 06:00:00,Delivered
195,180,2024-04-24 11:00:00,Delivered
196,797,2024-07-25 02:00:00,Delivered
197,26,2025-05-09 16:00:00,Delivered
198,349,2025-05-10 23:00:00,Cancelled
199,318,2024-12-01 04:00:00,Delivered
200,101,2025-06-12 21:00:00,Returned
201,211,2024-02-07 14:00:00,Delivered
202,886,2025-06-18 03:00:00,Delivered
203,955,2024-02-15 21:00:00,Cancelled
204,893,2024-03-30 10:00:00,Delivered
205,48,2024-04-15 16:00:00,Delivered
206,764,2024-11-15 00:00:00,Delivered
207,320,2025-10-16 06:00:00,Delivered
208,198,2024-10-20 08:00:00,Delivered
209,792,2025-03-27 21:00:00,Delivered
210,153,2024-06-10 08:00:00,Delivered
211,982,2025-09-29 17:00:00,Delivered
212,212,2025-07-09 11:00:00,Delivered
213,278,2024-05-24 22:00:00,Delivered
214,588,2024-09-07 05:00:00,Delivered
215,628,2024-12-12 17:00:00,Delivered
216,134,2024-01-30 15:00:00,Cancelled
217,52,2024-04-18 12:00:00,Delivered
218,437,2025-02-05 05:00:00,Delivered
219,913,2025-08-29 20:00:00,Cancelled
220,717,2025-04-01 19:00:00,Delivered
221,341,2024-07-21 22:00:00,Delivered
222,829,2025-06-30 02:00:00,Returned
223,774,2025-04-21 18:00:00,Delivered
224,833,2025-12-16 14:00:00,Delivered
225,318,2025-12-01 20:00:00,Delivered
226,477,2025-04-26 07:00:00,Returned
227,148,2025-09-23 08:00:00,Cancelled
228,402,2024-07-06 22:00:00,Cancelled
229,339,2024-11-28 14:00:00,Delivered
230,67,2025-05-01 03:00:00,Delivered
231,473,2024-06-23 09:00:00,Delivered
232,619,2025-08-11 04:00:00,Delivered
233,416,2024-04-19 10:00:00,Delivered
234,73,2024-11-05 17:00:00,Delivered
235,605,2025-02-27 07:00:00,Delivered
236,562,2024-06-11 15:00:00,Delivered
237,349,2024-08-01 22:00:00,Delivered
238,804,2025-03-21 18:00:00,Delivered
239,558,2025-12-11 07:00:00,Delivered
240,686,2024-03-20 23:00:00,Returned
241,588,2025-05-13 03:00:00,Delivered
242,475,2024-11-29 17:00:00,Delivered
243,456,2024-06-29 09:00:00,Returned
244,72,2025-09-04 03:00:00,Delivered
245,611,2025-01-23 10:00:00,Delivered
246,677,2024-03-03 02:00:00,Delivered
247,143,2025-08-17 20:00:00,Delivered
248,776,2024-05-30 21:00:00,Delivered
249,545,2024-10-25 12:00:00,Delivered
250,458,2024-07-19 06:00:00,Delivered
251,325,2024-11-02 18:00:00,Delivered
252,696,2024-11-07 13:00:00,Delivered
253,938,2024-12-18 02:00:00,Delivered
254,627,2025-06-06 12:00:00,Cancelled
255,873,2024-10-28 01:00:00,Delivered
256,563,2024-02-24 00:00:00,Delivered
257,841,2025-01-02 03:00:00,Cancelled
258,887,2024-02-01 07:00:00,Delivered
259,605,2025-02-07 20:00:00,Delivered
260,392,2025-02-19 12:00:00,Delivered
261,217,2025-11-09 05:00:00,Delivered
262,193,2025-07-22 12:00:00,Cancelled
263,369,2025-03-03 04:00:00,Delivered
264,894,2025-11-17 04:00:00,Delivered
265,74,2025-10-25 00:00:00,Delivered
266,907,2025-05-13 21:00:00,Delivered
267,140,2024-03-27 04:00:00,Delivered
268,426,2025-04-11 22:00:00,Delivered
269,436,2025-09-30 05:00:00,Delivered
270,435,2025-07-19 14:00:00,Delivered
271,232,2024-07-09 13:00:00,Delivered
272,592,2025-05-25 23:00:00,Delivered
273,514,2024-10-02 13:00:00,Returned
274,591,2025-01-10 01:00:00,Returned
275,582,2025-05-09 22:00:00,Delivered
276,595,2025-05-08 22:00:00,Delivered
277,748,2025-06-23 08:00:00,Delivered
278,81,2025-06-19 19:00:00,Delivered
279,484,2025-10-07 23:00:00,Delivered
280,685,2024-03-20 21:00:00,Delivered
281,818,2025-08-16 09:00:00,Delivered
282,926,2024-12-17 17:00:00,Delivered
283,481,2025-04-09 16:00:00,Cancelled
284,588,2024-12-05 13:00:00,Delivered
285,818,2024-10-28 09:00:00,Delivered
286,712,2025-09-03 23:00:00,Delivered
287,804,2025-07-31 08:00:00,Delivered
288,485,2025-08-15 05:00:00,Delivered
289,673,2024-10-25 23:00:00,Delivered
290,294,2025-05-11 02:00:00,Delivered
291,79,2024-10-11 08:00:00,Delivered
292,288,2024-10-08 08:00:00,Delivered
293,115,2025-09-10 05:00:00,Cancelled
294,757,2024-06-03 21:00:00,Delivered
295,828,2024-06-28 08:00:00,Delivered
296,242,2025-05-11 05:00:00,Delivered
297,883,2024-02-03 10:00:00,Returned
298,991,2024-05-28 19:00:00,Returned
299,158,2025-05-22 13:00:00,Delivered
300,244,2025-11-07 14:00:00,Delivered
301,172,2024-08-03 18:00:00,Delivered
302,354,2024-02-25 20:00:00,Delivered
303,840,2024-04-28 01:00:00,Delivered
304,409,2025-05-02 09:00:00,Delivered
305,972,2025-06-29 07:00:00,Delivered
306,723,2025-02-03 15:00:00,Delivered
307,544,2025-03-21 00:00:00,Delivered
308,817,2025-04-04 12:00:00,Delivered
309,985,2025-06-26 21:00:00,Returned
310,100,2025-06-28 20:00:00,Delivered
311,865,2025-03-18 19:00:00,Cancelled
312,879,2024-10-06 10:00:00,Delivered
313,822,2024-04-10 08:00:00,Delivered
314,401,2025-04-17 21:00:00,Delivered
315,752,2025-11-19 18:00:00,Delivered
316,533,2024-12-11 21:00:00,Delivered
317,185,2024-11-16 17:00:00,Delivered
318,9,2024-03-10 00:00:00,Delivered
319,538,2024-04-16 21:00:00,Delivered
320,225,2024-10-17 08:00:00,Delivered
321,25,2025-09-26 02:00:00,Delivered
322,609,2025-11-03 06:00:00,Returned
323,654,2024-05-04 22:00:00,Returned
324,89,2025-09-11 04:00:00,Delivered
325,783,2025-10-25 18:00:00,Delivered
326,190,2024-04-23 22:00:00,Delivered
327,302,2025-04-23 21:00:00,Returned
328,655,2025-04-09 08:00:00,Delivered
329,709,2025-11-14 10:00:00,Delivered
330,800,2024-03-16 08:00:00,Delivered
331,392,2025-02-01 10:00:00,Returned
332,265,2024-09-28 05:00:00,Delivered
333,504,2024-07-24 19:00:00,Delivered
334,661,2025-05-18 03:00:00,Delivered
335,788,2025-03-17 06:00:00,Delivered
336,109,2025-03-28 22:00:00,Delivered
337,36,2024-03-15 02:00:00,Delivered
338,257,2025-04-01 00:00:00,Cancelled
339,153,2025-10-30 20:00:00,Delivered
340,39,2025-11-11 12:00:00,Delivered
341,717,2024-12-03 12:00:00,Delivered
342,528,2025-12-25 15:00:00,Delivered
343,414,2024-03-12 17:00:00,Delivered
344,394,2025-12-06 15:00:00,Delivered
345,549,2025-01-02 10:00:00,Delivered
346,411,2024-02-26 20:00:00,Returned
347,663,2024-04-02 11:00:00,Delivered
348,984,2024-12-14 02:00:00,Cancelled
349,779,2024-10-23 20:00:00,Delivered
350,568,2024-02-10 12:00:00,Delivered
351,307,2025-12-13 12:00:00,Cancelled
352,646,2025-12-06 11:00:00,Delivered
353,907,2025-10-09 14:00:00,Delivered
354,144,2024-02-06 06:00:00,Delivered
355,608,2024-09-01 15:00:00,Delivered
356,812,2025-07-07 20:00:00,Delivered
357,547,2025-04-05 00:00:00,Delivered
358,58,2024-12-11 23:00:00,Delivered
359,122,2024-08-04 20:00:00,Delivered
360,470,2025-11-25 17:00:00,Delivered
361,594,2024-08-26 02:00:00,Delivered
362,145,2025-05-15 20:00:00,Delivered
363,929,2025-09-25 01:00:00,Delivered
364,665,2024-05-13 00:00:00,Delivered
365,52,2024-11-10 03:00:00,Delivered
366,175,2025-08-28 02:00:00,Delivered
367,109,2024-04-26 15:00:00,Delivered
368,631,2024-08-13 02:00:00,Delivered
369,437,2024-12-11 23:00:00,Delivered
370,333,2024-05-03 21:00:00,Delivered
371,141,2024-11-25 06:00:00,Delivered
372,608,2024-06-26 10:00:00,Delivered
373,281,2024-05-24 13:00:00,Delivered
374,379,2025-07-20 05:00:00,Delivered
375,948,2025-08-18 01:00:00,Delivered
376,811,2025-10-09 19:00:00,Delivered
377,162,2024-01-17 15:00:00,Delivered
378,8,2024-07-02 02:00:00,Delivered
379,608,2024-10-17 13:00:00,Delivered
380,812,2025-05-02 22:00:00,Delivered
381,147,2025-10-17 08:00:00,Delivered
382,422,2024-09-01 05:00:00,Delivered
383,39,2025-09-02 05:00:00,Delivered
384,627,2024-03-31 20:00:00,Cancelled
385,309,2024-12-22 13:00:00,Delivered
386,242,2024-07-15 03:00:00,Returned
387,98,2025-09-25 11:00:00,Cancelled
388,553,2025-06-03 07:00:00,Delivered
389,642,2025-11-06 06:00:00,Delivered
390,199,2024-04-25 04:00:00,Delivered
391,992,2025-04-30 15:00:00,Delivered
392,687,2024-02-14 01:00:00,Delivered
393,292,2024-08-02 13:00:00,Delivered
394,632,2025-04-09 01:00:00,Delivered
395,54,2025-07-04 05:00:00,Delivered
396,30,2025-05-11 16:00:00,Delivered
397,917,2024-08-28 23:00:00,Delivered
398,594,2024-11-29 13:00:00,Delivered
399,694,2024-11-29 07:00:00,Delivered
400,334,2024-08-21 03:00:00,Delivered
401,423,2024-07-23 12:00:00,Cancelled
402,76,2025-04-27 18:00:00,Delivered
403,912,2025-03-22 04:00:00,Delivered
404,625,2025-04-10 05:00:00,Delivered
405,140,2025-04-13 23:00:00,Delivered
406,368,2024-10-03 06:00:00,Delivered
407,33,2025-12-09 18:00:00,Delivered
408,140,2024-04-23 14:00:00,Delivered
409,176,2024-12-17 07:00:00,Cancelled
410,619,2024-06-09 20:00:00,Returned
411,928,2024-06-23 18:00:00,Returned
412,876,2024-08-23 02:00:00,Delivered
413,535,2025-05-15 06:00:00,Delivered
414,858,2025-04-18 08:00:00,Delivered
415,439,2024-09-09 07:00:00,Delivered
416,594,2024-08-15 18:00:00,Returned
417,936,2025-08-10 00:00:00,Delivered
418,46,2024-02-11 15:00:00,Delivered
419,517,2024-02-04 13:00:00,Delivered
420,491,2025-12-14 03:00:00,Delivered
421,247,2024-03-26 17:00:00,Delivered
422,710,2025-02-20 06:00:00,Delivered
423,303,2024-09-01 20:00:00,Returned
424,17,2025-05-06 21:00:00,Delivered
425,721,2025-04-15 18:00:00,Delivered
426,25,2025-04-10 14:00:00,Delivered
427,896,2025-12-21 12:00:00,Delivered
428,893,2025-01-14 20:00:00,Delivered
429,649,2024-01-02 20:00:00,Delivered
430,915,2025-12-08 10:00:00,Delivered
431,304,2025-03-12 08:00:00,Delivered
432,628,2025-07-09 18:00:00,Delivered
433,807,2025-12-02 02:00:00,Delivered
434,344,2024-02-26 16:00:00,Returned
435,691,2025-01-07 01:00:00,Delivered
436,375,2025-04-21 19:00:00,Delivered
437,376,2024-06-28 20:00:00,Delivered
438,69,2025-07-28 22:00:00,Delivered
439,142,2024-12-08 07:00:00,Delivered
440,665,2025-05-04 23:00:00,Returned
441,595,2025-12-20 06:00:00,Delivered
442,780,2024-08-18 10:00:00,Delivered
443,274,2025-05-30 21:00:00,Delivered
444,56,2024-03-05 11:00:00,Delivered
445,498,2025-05-28 16:00:00,Cancelled
446,482,2025-12-27 17:00:00,Delivered
447,546,2024-10-26 14:00:00,Delivered
448,820,2025-11-20 22:00:00,Delivered
449,964,2024-03-08 06:00:00,Cancelled
450,469,2024-03-30 02:00:00,Delivered
451,184,2024-10-22 02:00:00,Delivered
452,283,2024-04-24 22:00:00,Delivered
453,155,2024-07-28 16:00:00,Returned
454,24,2024-10-27 13:00:00,Returned
455,555,2024-05-15 15:00:00,Delivered
456,455,2025-10-22 00:00:00,Delivered
457,65,2024-01-23 07:00:00,Cancelled
458,533,2025-10-22 10:00:00,Delivered
459,352,2025-11-02 20:00:00,Delivered
460,498,2025-08-30 21:00:00,Delivered
461,863,2025-07-15 14:00:00,Delivered
462,581,2024-05-15 09:00:00,Delivered
463,267,2024-08-20 15:00:00,Delivered
464,296,2024-02-18 04:00:00,Delivered
465,467,2024-06-19 19:00:00,Returned
466,729,2025-07-02 09:00:00,Delivered
467,180,2025-12-26 22:00:00,Cancelled
468,814,2024-06-06 05:00:00,Delivered
469,43,2024-11-20 18:00:00,Delivered
470,267,2025-01-13 05:00:00,Delivered
471,725,2024-02-05 21:00:00,Delivered
472,353,2024-05-31 11:00:00,Delivered
473,999,2024-06-15 17:00:00,Delivered
474,943,2024-01-26 12:00:00,Returned
475,787,2024-05-28 14:00:00,Returned
476,160,2024-01-05 23:00:00,Delivered
477,520,2024-12-05 20:00:00,Delivered
478,486,2024-10-23 18:00:00,Delivered
479,819,2025-08-01 23:00:00,Cancelled
480,453,2024-12-12 22:00:00,Delivered
481,491,2024-02-11 04:00:00,Delivered
482,120,2024-11-11 00:00:00,Delivered
483,862,2024-08-13 14:00:00,Delivered
484,335,2024-02-26 19:00:00,Delivered
485,598,2025-06-23 07:00:00,Delivered
486,786,2024-10-11 06:00:00,Delivered
487,552,2025-04-01 21:00:00,Delivered
488,90,2025-06-08 12:00:00,Delivered
489,326,2025-09-09 19:00:00,Delivered
490,58,2025-11-13 11:00:00,Delivered
491,734,2025-03-13 11:00:00,Delivered
492,13,2024-10-18 11:00:00,Delivered
493,457,2025-07-28 02:00:00,Delivered
494,910,2025-03-30 23:00:00,Returned
495,823,2025-03-29 09:00:00,Delivered
496,746,2025-03-10 23:00:00,Cancelled
497,143,2025-08-24 19:00:00,Delivered
498,213,2024-11-06 15:00:00,Returned
499,538,2024-12-09 02:00:00,Returned
500,605,2025-01-19 02:00:00,Delivered
501,655,2024-10-06 13:00:00,Delivered
502,474,2025-12-28 18:00:00,Delivered
503,141,2024-07-23 05:00:00,Cancelled
504,297,2025-07-21 15:00:00,Delivered
505,847,2024-11-05 18:00:00,Delivered
506,573,2025-04-19 07:00:00,Delivered
507,3,2024-06-06 08:00:00,Delivered
508,656,2025-10-13 15:00:00,Delivered
509,682,2024-10-21 13:00:00,Delivered
510,929,2025-12-05 20:00:00,Delivered
511,123,2024-10-10 15:00:00,Returned
512,69,2025-09-05 23:00:00,Delivered
513,493,2025-08-02 13:00:00,Cancelled
514,644,2025-12-03 15:00:00,Returned
515,838,2024-05-02 11:00:00,Delivered
516,590,2024-01-18 08:00:00,Delivered
517,60,2024-05-29 10:00:00,Delivered
518,710,2024-05-18 11:00:00,Delivered
519,280,2025-01-04 13:00:00,Delivered
520,979,2024-12-30 01:00:00,Delivered
521,543,2025-10-16 02:00:00,Delivered
522,785,2025-10-05 05:00:00,Delivered
523,614,2024-06-20 17:00:00,Delivered
524,324,2025-12-02 09:00:00,Delivered
525,715,2025-12-05 11:00:00,Delivered
526,594,2024-12-26 04:00:00,Delivered
527,531,2024-10-15 11:00:00,Delivered
528,422,2024-12-14 05:00:00,Delivered
529,159,2025-05-30 07:00:00,Cancelled
530,815,2025-07-26 19:00:00,Delivered
531,976,2025-06-22 17:00:00,Delivered
532,720,2024-04-26 13:00:00,Delivered
533,79,2024-04-29 04:00:00,Returned
534,492,2024-12-22 09:00:00,Delivered
535,143,2025-03-28 19:00:00,Delivered
536,994,2024-12-16 05:00:00,Delivered
537,30,2024-05-01 07:00:00,Delivered
538,711,2024-05-25 22:00:00,Delivered
539,129,2024-08-02 04:00:00,Returned
540,436,2025-12-08 03:00:00,Delivered
541,794,2025-05-10 13:00:00,Delivered
542,111,2024-02-03 21:00:00,Delivered
543,61,2025-04-25 03:00:00,Cancelled
544,45,2024-03-08 09:00:00,Delivered
545,773,2024-04-08 03:00:00,Returned
546,211,2025-08-24 06:00:00,Delivered
547,360,2024-01-30 02:00:00,Delivered
548,765,2024-10-11 18:00:00,Delivered
549,165,2025-05-27 23:00:00,Delivered
550,518,2025-08-06 02:00:00,Delivered
551,593,2024-01-15 16:00:00,Delivered
552,197,2024-10-15 05:00:00,Cancelled
553,551,2024-01-05 23:00:00,Delivered
554,220,2025-05-31 22:00:00,Delivered
555,715,2025-08-26 05:00:00,Delivered
556,981,2024-04-19 05:00:00,Cancelled
557,389,2025-03-10 06:00:00,Delivered
558,418,2024-04-25 10:00:00,Delivered
559,113,2025-06-16 04:00:00,Delivered
560,370,2025-12-22 09:00:00,Delivered
561,42,2024-03-25 10:00:00,Delivered
562,395,2024-10-17 14:00:00,Delivered
563,320,2025-12-04 14:00:00,Delivered
564,418,2024-10-24 13:00:00,Delivered
565,72,2025-05-02 21:00:00,Delivered
566,14,2025-11-21 15:00:00,Delivered
567,406,2025-03-24 16:00:00,Delivered
568,88,2024-05-02 04:00:00,Delivered
569,712,2025-08-27 03:00:00,Delivered
570,914,2024-06-21 02:00:00,Delivered
571,204,2024-12-12 06:00:00,Delivered
572,414,2024-05-05 07:00:00,Cancelled
573,743,2025-05-26 08:00:00,Delivered
574,785,2025-08-18 18:00:00,Delivered
575,809,2025-10-21 12:00:00,Delivered
576,683,2025-09-09 12:00:00,Returned
577,524,2024-10-12 04:00:00,Delivered
578,111,2024-05-05 08:00:00,Delivered
579,237,2025-10-05 04:00:00,Delivered
580,756,2024-02-24 02:00:00,Delivered
581,28,2024-07-02 12:00:00,Delivered
582,335,2024-06-05 09:00:00,Delivered
583,99,2024-03-19 21:00:00,Delivered
584,786,2025-05-19 14:00:00,Delivered
585,678,2025-05-24 15:00:00,Delivered
586,556,2024-12-17 17:00:00,Delivered
587,976,2024-02-02 13:00:00,Cancelled
588,122,2025-01-27 14:00:00,Delivered
589,386,2025-03-29 14:00:00,Delivered
590,182,2025-07-24 21:00:00,Cancelled
591,311,2025-12-24 05:00:00,Delivered
592,138,2024-11-15 22:00:00,Delivered
593,783,2024-04-22 18:00:00,Delivered
594,676,2025-07-21 21:00:00,Delivered
595,482,2025-05-02 17:00:00,Cancelled
596,519,2024-02-27 12:00:00,Delivered
597,606,2025-01-21 19:00:00,Delivered
598,785,2024-10-18 10:00:00,Delivered
599,605,2024-02-16 04:00:00,Cancelled
600,358,2025-08-20 00:00:00,Delivered
601,641,2024-12-15 12:00:00,Delivered
602,354,2024-12-31 13:00:00,Delivered
603,678,2024-09-07 07:00:00,Delivered
604,320,2025-08-29 02:00:00,Cancelled
605,68,2024-11-08 03:00:00,Delivered
606,21,2025-07-05 10:00:00,Delivered
607,674,2025-03-08 18:00:00,Delivered
608,432,2024-09-30 00:00:00,Delivered
609,603,2024-01-23 10:00:00,Delivered
610,400,2024-11-26 18:00:00,Delivered
611,501,2024-04-12 22:00:00,Delivered
612,345,2025-05-23 16:00:00,Delivered
613,684,2024-12-13 05:00:00,Delivered
614,373,2025-03-22 06:00:00,Delivered
615,868,2024-03-18 17:00:00,Delivered
616,272,2024-02-18 09:00:00,Returned
617,412,2024-08-19 19:00:00,Delivered
618,95,2025-08-15 03:00:00,Delivered
619,280,2024-03-09 18:00:00,Delivered
620,487,2025-03-13 06:00:00,Delivered
621,79,2025-10-29 09:00:00,Delivered
622,308,2025-03-19 21:00:00,Delivered
623,205,2025-02-28 12:00:00,Delivered
624,528,2025-04-09 21:00:00,Delivered
625,185,2024-01-20 20:00:00,Delivered
626,884,2024-07-10 18:00:00,Delivered
627,677,2025-04-23 08:00:00,Returned
628,546,2025-09-21 13:00:00,Returned
629,745,2025-10-03 01:00:00,Delivered
630,374,2025-04-18 04:00:00,Delivered
631,765,2025-12-02 09:00:00,Cancelled
632,421,2024-11-22 02:00:00,Delivered
633,867,2025-02-26 08:00:00,Cancelled
634,662,2024-06-13 08:00:00,Delivered
