Review_ID,Order_ID,Customer_ID,Product_ID,Rating,Review_Date
268,1359,90,67,3,2025-08-11
269,1889,25,18,5,2025-01-12
270,3847,834,101,5,2024-06-26
271,4713,216,103,3,2024-03-12
272,2548,893,120,5,2025-12-12
273,913,276,82,4,2024-04-23
274,338,257,14,4,2025-02-04
275,1225,986,61,3,2024-11-26
276,1730,628,150,2,2025-01-23
277,831,323,32,1,2024-04-30
278,722,366,35,5,2024-03-29
279,3421,801,1,1,2025-10-23
280,216,134,109,4,2024-01-01
281,3800,813,129,2,2024-05-12
282,198,349,52,5,2024-02-15
283,472,353,152,2,2024-06-03
284,3132,144,93,3,2024-07-24
285,4918,340,59,5,2024-07-23
286,3140,770,72,4,2024-03-13
287,3626,542,18,3,2024-09-30
288,4693,996,191,5,2024-05-04
289,2707,504,89,4,2025-08-16
290,3505,226,169,2,2024-03-13
291,1754,272,43,4,2024-12-12
292,5000,515,123,1,2024-11-15
293,286,712,140,5,2024-05-03
294,2943,661,112,1,2024-04-11
295,279,484,166,3,2025-02-22
296,85,900,195,5,2025-05-25
297,2543,995,184,2,2025-01-23
298,3002,554,12,1,2024-05-01
299,3176,146,30,4,2024-08-28
300,1446,995,181,4,2024-01-15
301,1947,308,64,2,2024-05-05
302,874,975,182,3,2024-08-01
303,4152,272,16,5,2024-09-20
304,1831,580,149,3,2024-02-12
305,289,673,58,2,2025-01-06
306,1629,610,3,3,2025-10-04
307,3492,385,128,5,2025-09-05
308,2583,773,117,4,2025-04-17
309,3527,350,32,2,2024-03-31
310,4171,986,49,2,2025-11-11
311,3966,568,34,1,2024-06-04
312,4395,262,66,1,2024-07-26
313,2494,125,68,1,2024-07-08
314,4948,865,64,3,2024-07-21
315,3566,138,146,3,2025-12-26
316,1322,321,189,4,2025-01-23
317,1913,973,193,4,2024-05-11
318,1306,586,72,5,2024-04-23
319,3032,678,47,2,2025-12-12
320,2423,782,58,4,2024-07-01
321,1721,506,128,1,2024-12-08
322,4239,471,30,2,2025-08-29
323,3482,426,16,3,2024-09-21
324,28,842,35,1,2025-01-28
325,2906,98,160,1,2024-03-19
326,2951,236,81,3,2025-03-05
327,2526,553,36,1,2025-12-13
328,4254,523,151,2,2024-01-10
329,4858,155,7,3,2025-07-20
330,4090,279,1,3,2025-09-02
331,1347,102,195,5,2024-10-15
332,4063,560,41,3,2025-04-07
333,691,230,162,3,2024-08-13
334,1067,440,173,5,2024-07-23
335,3575,739,5,4,2024-03-04
336,62,160,37,1,2025-05-06
337,3395,418,164,3,2025-06-12
338,3908,25,111,1,2024-07-25
339,2909,797,165,2,2025-01-13
340,2496,325,2,2,2024-08-04
341,3161,415,178,2,2025-03-14
342,295,828,50,5,2024-10-08
343,2790,396,11,1,2025-03-29
344,4260,963,191,3,2024-04-23
345,1015,76,96,5,2024-01-31
346,2745,235,21,1,2025-04-04
347,3123,496,48,3,2025-01-30
348,3469,169,154,3,2025-07-02
349,4942,939,109,2,2024-12-10
350,4877,532,102,3,2024-09-24
351,762,759,1,5,2024-09-01
352,161,282,47,5,2025-03-12
353,4388,577,62,5,2025-01-19
354,207,320,67,1,2024-05-24
355,3034,312,108,2,2025-11-27
356,3956,416,88,3,2025-06-17
357,435,691,167,4,2025-09-16
358,1834,87,81,1,2024-12-12
359,1593,337,107,1,2025-05-05
360,4130,156,116,2,2024-02-12
361,4501,283,76,5,2024-03-04
362,4840,161,34,4,2024-05-10
363,3929,292,116,5,2024-09-13
364,592,138,143,5,2024-11-17
365,1130,432,37,4,2024-09-11
366,4398,863,114,4,2025-03-12
367,1505,883,103,4,2025-03-28
368,880,221,48,2,2024-04-10
369,1316,576,63,2,2025-09-08
370,3873,567,199,4,2024-07-01
371,932,216,154,5,2025-02-10
372,1292,99,133,2,2024-07-28
373,2260,512,58,5,2025-08-14
374,2789,966,112,4,2024-12-08
375,2125,814,178,3,2025-05-16
376,2867,691,127,1,2024-04-30
377,102,798,192,1,2024-07-04
378,384,627,144,1,2024-10-21
379,3885,585,61,2,2025-12-28
380,4075,239,117,3,2025-09-14
381,4226,77,60,2,2025-09-24
382,1443,979,85,2,2025-08-06
383,4153,127,45,3,2024-06-14
384,865,457,62,4,2024-06-23
385,2786,927,164,5,2024-06-01
386,2598,858,60,5,2025-06-07
387,263,369,47,1,2024-12-25
388,4873,703,79,4,2025-01-11
389,4626,946,86,5,2025-01-26
390,723,505,78,1,2024-10-27
391,1976,893,196,1,2024-06-28
392,1090,318,153,5,2025-11-04
393,3599,418,33,4,2024-10-15
394,4024,151,158,3,2025-04-16
395,4616,593,199,4,2024-01-20
396,4390,608,77,4,2024-10-14
397,1603,895,139,5,2024-03-21
398,2742,906,96,2,2024-09-02
399,3526,908,184,3,2025-05-26
400,3851,640,57,5,2024-06-11
401,4691,391,167,5,2025-08-26
402,3308,993,164,2,2024-10-01
403,2698,503,92,3,2024-05-13
404,2706,446,32,2,2024-11-28
405,2670,92,65,1,2025-02-19
406,4349,994,95,5,2025-06-13
407,1771,638,46,3,2024-08-08
408,1180,314,41,5,2024-09-10
409,1960,984,120,5,2024-08-16
410,309,985,27,5,2025-02-02
411,3640,303,176,1,2025-02-05
412,3412,713,156,2,2025-03-08
413,218,437,183,2,2025-07-09
414,2879,895,126,2,2024-08-23
415,1710,282,120,5,2024-04-22
416,1031,602,53,5,2024-05-20
417,1887,231,77,5,2024-10-29
418,4573,188,100,4,2025-12-16
419,954,285,184,5,2025-12-04
420,2995,193,42,4,2024-10-12
421,2768,933,80,3,2024-09-19
422,1468,837,23,3,2025-03-05
423,3961,177,185,1,2024-07-15
424,4385,226,73,1,2025-10-26
425,3520,553,188,5,2025-02-25
426,400,334,20,5,2025-01-29
427,2721,656,86,3,2025-08-19
428,3082,882,189,2,2025-05-01
429,877,313,152,5,2025-09-03
430,318,9,40,3,2025-06-12
431,4022,701,59,1,2025-10-08
432,1486,492,33,2,2025-09-12
433,2672,391,122,4,2024-10-28
434,4685,672,145,3,2024-10-18
435,4958,814,14,5,2024-05-13
436,2122,346,42,4,2025-05-22
437,1072,771,85,1,2025-08-02
438,4250,851,23,3,2025-09-10
439,1703,815,21,1,2025-10-11
440,1139,218,167,1,2025-09-30
441,437,376,3,5,2024-09-26
442,3618,586,179,1,2024-08-20
443,4326,520,64,4,2024-10-31
444,2941,92,8,3,2025-11-26
445,2891,507,167,4,2025-04-27
446,3318,428,136,2,2025-08-15
447,2158,874,47,1,2024-05-02
448,4774,378,129,5,2025-05-29
449,4273,848,71,3,2024-11-13
450,4255,468,199,1,2024-04-29
451,1073,334,8,3,2025-04-02
452,1636,455,164,1,2025-07-23
453,4394,379,164,2,2024-07-22
454,3651,996,170,1,2025-12-01
455,2372,144,132,5,2025-01-21
456,3989,413,24,1,2025-04-28
457,3915,213,7,2,2024-12-27
458,3674,2,113,5,2025-07-13
459,4214,303,197,2,2025-11-30
460,1180,314,114,5,2024-09-21
461,2709,806,125,3,2024-06-23
462,2690,958,116,4,2024-04-30
463,2169,969,103,5,2024-01-30
464,540,436,41,3,2025-01-04
465,3561,884,179,3,2025-09-18
466,2320,379,121,1,2024-06-28
467,2922,795,92,5,2025-09-14
468,438,69,56,5,2025-01-16
469,488,90,148,1,2024-06-14
470,2070,897,46,1,2025-10-13
471,852,382,155,4,2024-11-09
472,3853,269,86,3,2025-03-30
473,1558,418,66,3,2025-03-09
474,4800,510,94,2,2025-02-04
475,2383,602,33,3,2024-05-07
476,1526,596,96,5,2024-08-10
477,4888,789,189,4,2024-01-25
478,1332,645,154,3,2025-04-14
479,3377,999,88,1,2025-12-27
480,4968,454,43,2,2024-07-16
481,3801,216,185,4,2024-05-06
482,1408,885,189,2,2025-01-06
483,935,679,196,1,2025-01-20
484,3726,327,93,5,2024-07-08
485,2866,921,188,1,2024-05-20
486,511,123,137,1,2024-08-12
487,1386,527,184,3,2025-06-10
488,329,709,150,1,2024-09-03
489,3656,533,151,5,2025-10-06
490,965,417,7,4,2025-09-26
491,2484,71,149,3,2024-03-25
492,1413,124,109,5,2025-11-29
493,525,715,21,4,2025-10-11
494,1338,113,77,2,2025-12-20
495,2295,768,61,3,2025-01-18
496,4202,116,85,2,2024-09-27
497,4360,418,3,1,2025-01-09
498,1215,829,15,3,2025-06-02
499,2400,42,60,5,2025-04-22
500,241,588,123,2,2024-08-26
501,3232,283,150,3,2025-09-01
502,2788,676,95,1,2025-08-04
503,149,571,118,5,2025-06-09
504,2691,320,170,5,2024-11-17
505,1680,549,97,3,2024-06-09
506,2771,369,84,2,2025-09-06
507,3560,387,108,2,2025-09-18
508,4815,628,31,4,2025-05-09
509,4030,165,165,1,2024-07-05
510,827,234,98,3,2025-10-07
511,4381,251,161,5,2025-07-18
512,24,459,86,3,2024-12-29
513,3147,625,114,5,2024-11-23
514,647,849,111,3,2024-10-18
515,3662,368,26,2,2024-06-10
516,2651,841,7,1,2024-11-25
517,3850,147,2,3,2025-05-29
518,886,684,180,4,2024-07-01
519,4453,404,119,5,2024-04-23
520,1051,184,28,2,2025-09-06
521,3459,912,159,5,2025-11-03
522,43,537,72,5,2025-02-15
523,2667,748,84,4,2024-09-01
524,3883,120,178,2,2025-10-29
525,3419,501,142,3,2025-11-23
526,428,893,165,2,2025-04-11
527,2258,514,198,1,2025-10-09
528,206,764,99,4,2024-08-08
529,4552,359,1,2,2024-07-30
530,3173,938,31,1,2024-01-04
531,2443,739,191,1,2025-03-27
532,1307,731,192,1,2025-09-15
533,4542,590,107,3,2024-12-30
534,2424,313,148,4,2025-03-16
535,4435,202,72,2,2024-05-15
536,2963,211,5,5,2025-01-18
537,1085,59,5,1,2025-02-06
538,2143,850,189,4,2024-05-09
539,2127,726,99,1,2024-12-22
540,4848,741,48,4,2025-10-12
541,796,197,174,4,2024-10-03
542,1562,475,199,5,2025-01-20
543,3071,520,109,2,2025-05-23
544,4226,77,164,3,2025-05-18
545,3969,100,176,1,2024-08-30
546,1029,712,119,1,2024-08-05
547,2468,526,55,4,2025-02-06
548,1661,752,148,2,2025-06-12
549,328,655,93,4,2025-11-14
550,2134,561,2,1,2024-05-10
551,4209,535,193,4,2025-10-03
552,54,754,29,5,2025-04-10
553,1445,507,51,1,2025-11-28
554,3636,587,141,4,2024-12-07
555,2904,243,28,5,2024-09-21
556,3962,109,51,1,2024-12-07
557,1176,444,117,2,2024-03-09
558,2286,115,17,5,2025-10-03
559,2294,743,108,5,2025-02-20
560,4155,371,9,3,2025-07-13
561,1561,39,96,3,2024-07-05
562,1862,741,21,2,2025-06-03
563,1188,128,15,5,2025-10-16
564,773,634,111,4,2025-02-03
565,1566,624,199,1,2025-04-01
566,1965,276,94,2,2025-04-18
567,4626,946,114,3,2025-03-03
568,96,1000,138,1,2024-01-11
569,2948,523,70,2,2024-10-28
570,4645,896,110,1,2024-01-01
571,873,34,194,3,2025-07-28
572,1013,753,74,5,2024-06-25
573,111,228,111,5,2025-04-06
574,1296,407,18,1,2024-08-29
575,2578,336,190,3,2024-03-31
576,4710,490,69,4,2024-03-29
577,4860,175,125,5,2025-08-25
578,614,373,116,3,2025-11-18
579,2083,225,15,5,2025-03-31
580,2171,712,81,3,2024-12-12
581,1846,518,71,1,2024-01-21
582,4802,755,78,5,2025-05-03
583,679,703,149,1,2025-03-13
584,1650,849,171,3,2025-11-07
585,2470,786,190,3,2024-02-21
586,1309,550,195,4,2025-11-06
587,4779,251,76,1,2025-10-17
588,2149,905,89,2,2025-11-27
589,312,879,181,3,2024-08-22
590,3474,678,61,3,2025-03-04
591,1593,337,172,1,2024-04-09
592,4478,231,104,3,2024-12-02
593,1148,651,91,3,2024-07-05
594,1066,349,158,3,2025-10-06
595,2796,897,13,1,2024-05-20
596,4836,987,85,4,2025-07-27
597,4233,629,115,2,2024-02-25
598,4519,696,177,1,2025-01-05
599,1902,70,99,5,2024-03-06
600,2056,323,50,1,2024-08-22
601,616,272,128,1,2025-06-10
602,2153,575,66,2,2025-08-31
603,1853,717,20,3,2024-07-14
604,3111,896,105,1,2024-03-17
605,1177,391,36,4,2025-10-14
606,491,734,77,5,2024-11-27
607,958,131,60,1,2024-12-26
608,637,318,76,2,2024-05-30
609,1824,453,83,2,2024-09-26
610,1622,591,10,3,2024-02-26
611,4567,146,53,5,2025-08-01
612,2336,182,149,4,2024-01-30
613,332,265,77,4,2024-03-17
614,2448,379,198,2,2025-05-14
615,1227,699,51,4,2025-01-27
616,1659,633,124,4,2024-01-13
617,3109,546,38,5,2024-03-04
618,3445,644,191,4,2024-01-11
619,4689,811,6,4,2024-02-24
620,645,860,156,3,2024-03-02
621,4582,910,54,4,2024-10-23
622,720,482,128,1,2024-12-29
623,1463,225,41,1,2024-03-31
624,450,469,98,5,2024-08-22
625,3939,235,34,2,2025-07-18
626,4867,24,9,3,2024-01-23
627,4755,392,163,1,2025-11-06
628,3628,128,5,3,2024-10-14
629,668,281,28,1,2025-04-10
630,1364,435,170,5,2024-01-21
631,3180,804,69,3,2024-07-25
632,3623,568,181,5,2025-08-01
633,2999,49,149,2,2024-11-24
634,4926,295,53,2,2024-04-13
635,369,437,112,4,2024-07-13
636,4668,626,82,2,2024-10-24
637,249,545,66,4,2024-04-21
638,3451,17,149,3,2025-11-16
639,4021,924,114,3,2024-06-09
640,4046,731,4,2,2024-10-24
641,2796,897,200,1,2024-03-09
642,3519,559,147,2,2024-09-23
643,1461,419,188,1,2024-10-27
644,3881,585,85,5,2024-04-16
645,2829,949,7,2,2025-02-28
646,4905,425,93,5,2025-08-02
647,3072,166,94,2,2025-01-28
648,3052,948,169,3,2025-07-06
649,2705,203,178,2,2024-12-01
650,1280,562,94,2,2025-04-28
651,3432,149,76,2,2025-07-03
652,3951,923,174,2,2025-10-27
653,3242,562,44,5,2025-02-23
654,2115,458,121,5,2025-07-13
655,2467,572,110,3,2025-02-21
656,353,907,183,1,2025-02-23
657,3542,265,151,5,2024-10-01
658,4059,67,121,3,2025-02-19
659,781,23,86,5,2025-10-06
660,3441,336,95,3,2025-03-25
661,1759,413,78,1,2025-09-13
662,2407,86,168,2,2024-03-23
663,3173,938,128,5,2025-01-18
664,2841,10,117,4,2025-08-04
665,115,43,75,5,2025-03-15
666,4283,772,40,3,2025-08-01
667,2510,425,13,1,2024-07-03
668,2240,204,39,2,2025-08-31
669,3254,307,120,3,2024-09-19
670,3069,69,53,5,2024-09-18
671,4500,945,198,5,2024-08-10
672,462,581,32,1,2025-04-19
673,203,955,44,5,2024-11-12
674,2705,203,99,3,2025-04-10
675,734,465,74,5,2024-09-25
676,2195,686,130,3,2025-09-02
677,2389,809,163,1,2024-06-21
678,1939,56,106,2,2024-02-29
679,3396,280,172,4,2025-04-30
680,4071,850,152,1,2024-11-13
681,3145,629,15,4,2024-12-03
682,2998,501,62,1,2025-10-31
683,700,332,108,2,2025-07-23
684,2490,875,143,4,2024-01-14
685,4426,201,151,1,2024-03-19
686,4072,743,129,5,2024-09-12
687,1246,690,118,4,2025-02-22
688,2138,145,132,5,2024-03-09
689,1356,188,97,1,2025-06-06
690,2527,99,4,1,2025-07-13
691,4136,933,169,5,2025-07-06
692,3630,842,149,1,2025-12-12
693,2793,203,172,2,2025-04-29
694,2456,322,114,5,2024-02-26
695,665,959,176,1,2024-04-23
696,118,657,24,1,2024-10-18
697,2710,541,39,4,2024-01-04
698,3598,859,28,5,2025-11-01
699,4644,254,2,3,2024-10-10
700,495,823,58,3,2024-09-18
701,3455,1000,143,3,2024-08-23
702,1292,99,96,2,2024-12-23
703,4657,546,65,4,2025-04-26
704,3461,825,72,2,2024-04-01
705,1165,453,176,1,2025-07-30
706,4023,610,178,3,2024-03-18
707,2450,751,112,1,2024-01-08
708,2176,956,73,5,2024-10-06
709,1641,661,196,3,2025-12-03
710,30,159,108,2,2025-02-15
711,4915,626,173,3,2025-06-21
712,1068,461,23,2,2024-03-13
713,3611,57,146,4,2024-12-15
714,4730,694,20,3,2024-03-31
715,142,921,41,3,2025-03-20
716,120,252,176,2,2025-11-27
717,2017,761,47,1,2024-01-01
718,2849,82,190,1,2025-06-29
719,4443,968,16,5,2025-07-09
720,2086,641,114,5,2025-10-30
721,2326,622,199,4,2025-10-19
722,3582,336,56,4,2024-11-01
723,422,710,30,1,2024-11-11
724,1205,898,64,2,2025-04-13
725,1797,401,54,4,2024-06-18
726,57,434,35,2,2024-07-02
727,4855,659,132,5,2025-01-12
728,4614,392,163,3,2025-03-15
729,4859,713,170,5,2025-12-02
730,1860,667,169,2,2024-03-21
731,3141,243,106,3,2025-07-31
732,4181,939,184,2,2024-12-29
733,3745,560,172,3,2025-07-03
734,774,987,125,5,2024-03-14
735,164,542,131,1,2025-05-19
736,2918,386,126,2,2024-05-26
737,4720,940,85,4,2025-03-02
738,458,533,154,1,2025-08-28
739,1925,352,23,5,2024-02-11
740,4293,588,128,2,2025-04-03
741,897,959,155,4,2025-04-07
742,1169,81,142,2,2024-03-31
743,3944,27,112,1,2024-01-10
744,4620,279,87,2,2024-11-22
745,2722,391,93,2,2025-04-10
746,454,24,48,3,2025-08-17
747,3737,796,69,2,2024-08-01
748,577,524,62,3,2025-07-10
749,331,392,187,3,2024-04-27
750,971,707,63,3,2025-11-14
751,1793,199,109,1,2025-10-02
752,640,265,187,3,2025-08-11
753,2537,872,1,3,2024-02-10
754,2897,485,85,1,2025-05-21
755,815,986,192,3,2025-03-17
756,2804,576,80,4,2024-05-17
757,2977,985,97,2,2025-08-24
758,1942,760,137,4,2025-09-29
759,4617,128,136,5,2025-07-03
760,235,605,136,1,2024-04-16
761,40,445,55,5,2025-05-31
762,49,488,199,2,2024-04-08
763,746,368,125,1,2025-03-25
764,611,501,26,4,2025-11-29
765,4631,757,46,1,2024-11-27
766,3280,873,162,5,2025-01-07
767,1326,617,120,3,2025-07-02
768,4867,24,17,4,2024-02-16
769,3141,243,180,3,2024-05-27
770,994,522,46,3,2024-08-16
771,647,849,164,4,2025-04-24
772,1153,919,187,4,2025-08-30
773,2292,79,139,4,2025-05-04
774,272,592,145,2,2024-05-14
775,1988,919,143,3,2024-10-04
776,3312,627,138,5,2025-02-05
777,2547,914,125,4,2024-01-31
778,2742,906,170,4,2024-01-08
779,2355,699,103,2,2025-07-14
780,4993,881,145,4,2024-08-07
781,4585,585,7,4,2024-05-10
782,4331,380,130,2,2025-07-17
